State,Crop,Category,Season,Sowing,Harvesting,Duration
Punjab,Minor Crop Variant 351,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 352,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 353,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 354,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 355,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 356,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 357,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 358,Misc,Misc,June-July,Oct-Nov,90-120 days
Punjab,Minor Crop Variant 359,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Rice,Cereal,Kharif,June-July,Oct-Nov,120-150 days
Rajasthan,Wheat,Cereal,Rabi,Oct-Nov,March-April,130-150 days
Rajasthan,Maize,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Rajasthan,Jowar,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Rajasthan,Bajra,Cereal,Kharif,June-July,Sept-Oct,80-100 days
Rajasthan,Ragi,Cereal,Kharif,June-July,Oct-Nov,110-130 days
Rajasthan,Barley,Cereal,Rabi,Oct-Nov,March-April,120-140 days
Rajasthan,Small Millets,Cereal,Kharif,June-July,Sept-Oct,90-110 days
Rajasthan,Kodo Millet,Cereal,Kharif,June-July,Oct-Nov,100-120 days
Rajasthan,Barnyard Millet,Cereal,Kharif,June-July,Sept-Oct,90-100 days
Rajasthan,Foxtail Millet,Cereal,Kharif,June-July,Aug-Sept,80-90 days
Rajasthan,Proso Millet,Cereal,Zaid,March-April,May-June,60-75 days
Rajasthan,Little Millet,Cereal,Kharif,June-July,Sept-Oct,85-105 days
Rajasthan,Oats,Cereal,Rabi,Oct-Nov,Feb-March,120-150 days
Rajasthan,Gram,Pulse,Rabi,Oct-Nov,Feb-March,130-150 days
Rajasthan,Tur,Pulse,Kharif,June-July,Dec-Jan,160-200 days
Rajasthan,Moong,Pulse,Kharif,June-July,Aug-Sept,60-90 days
Rajasthan,Urad,Pulse,Kharif,June-July,Aug-Sept,70-90 days
Rajasthan,Masur,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Rajasthan,Peas,Pulse,Rabi,Oct-Nov,Jan-Feb,90-120 days
Rajasthan,Horse Gram,Pulse,Kharif,Aug-Sept,Nov-Dec,120-150 days
Rajasthan,Cowpea,Pulse,Kharif,June-July,Sept-Oct,80-100 days
Rajasthan,Rajma,Pulse,Rabi,Oct-Nov,Feb-March,110-130 days
Rajasthan,Moth Bean,Pulse,Kharif,June-July,Sept-Oct,90-110 days
Rajasthan,Lathyrus,Pulse,Rabi,Oct-Nov,Feb-March,120-140 days
Rajasthan,Guar,Pulse,Kharif,June-July,Oct-Nov,100-120 days
Rajasthan,Groundnut,Oilseed,Kharif,June-July,Oct-Nov,100-120 days
Rajasthan,Mustard,Oilseed,Rabi,Oct-Nov,Feb-March,110-130 days
Rajasthan,Soybean,Oilseed,Kharif,June-July,Sept-Oct,95-115 days
Rajasthan,Sunflower,Oilseed,Zaid,Jan-Feb,May-June,90-110 days
Rajasthan,Sesamum,Oilseed,Kharif,June-July,Sept-Oct,80-100 days
Rajasthan,Linseed,Oilseed,Rabi,Oct-Nov,Feb-March,120-150 days
Rajasthan,Castor,Oilseed,Kharif,June-July,Dec-Jan,150-180 days
Rajasthan,Safflower,Oilseed,Rabi,Oct-Nov,March-April,150-180 days
Rajasthan,Niger,Oilseed,Kharif,July-Aug,Nov-Dec,110-130 days
Rajasthan,Potato,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-120 days
Rajasthan,Onion,Vegetable,Rabi,Oct-Nov,March-April,140-160 days
Rajasthan,Tomato,Vegetable,Kharif,June-July,Sept-Oct,110-130 days
Rajasthan,Brinjal,Vegetable,Kharif,June-July,Oct-Nov,120-150 days
Rajasthan,Chilli,Vegetable,Kharif,June-July,Oct-Nov,150-180 days
Rajasthan,Cabbage,Vegetable,Rabi,Sept-Oct,Dec-Jan,90-120 days
Rajasthan,Cauliflower,Vegetable,Rabi,Sept-Oct,Nov-Dec,90-120 days
Rajasthan,Okra,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Rajasthan,Bottle Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-120 days
Rajasthan,Bitter Gourd,Vegetable,Kharif,June-July,Aug-Sept,90-110 days
Rajasthan,Radish,Vegetable,Rabi,Oct-Nov,Dec-Jan,50-70 days
Rajasthan,Carrot,Vegetable,Rabi,Oct-Nov,Jan-Feb,90-110 days
Rajasthan,Garlic,Vegetable,Rabi,Oct-Nov,March-April,150-170 days
Rajasthan,Ginger,Vegetable,Kharif,April-May,Dec-Jan,240-270 days
Rajasthan,Turmeric,Vegetable,Kharif,May-June,Jan-Feb,210-270 days
Rajasthan,Mango,Fruit,Perennial,June-July,April-June,120-150 days
Rajasthan,Banana,Fruit,Perennial,June-July,Year-round,300-360 days
Rajasthan,Citrus,Fruit,Perennial,June-July,Year-round,150-180 days
Rajasthan,Orange,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Rajasthan,Guava,Fruit,Perennial,June-July,Nov-Jan,120-150 days
Rajasthan,Papaya,Fruit,Perennial,June-July,Year-round,270-330 days
Rajasthan,Pomegranate,Fruit,Perennial,June-July,Nov-Jan,150-180 days
Rajasthan,Apple,Fruit,Perennial,Jan-Feb,Aug-Oct,150-180 days
Rajasthan,Grapes,Fruit,Perennial,Jan-Feb,March-May,120-150 days
Rajasthan,Pineapple,Fruit,Perennial,June-July,Aug-Oct,450-500 days
Rajasthan,Sapota,Fruit,Perennial,June-July,Year-round,150-180 days
Rajasthan,Litchi,Fruit,Perennial,Jan-Feb,May-June,120-140 days
Rajasthan,Jackfruit,Fruit,Perennial,June-July,April-June,120-150 days
Rajasthan,Ber,Fruit,Perennial,June-July,Jan-Feb,150-180 days
Rajasthan,Amla,Fruit,Perennial,June-July,Nov-Jan,180-210 days
Rajasthan,Custard Apple,Fruit,Perennial,June-July,Oct-Nov,120-150 days
Rajasthan,Watermelon,Fruit,Perennial,Jan-Feb,April-May,85-100 days
Rajasthan,Muskmelon,Fruit,Perennial,Jan-Feb,April-May,80-95 days
Rajasthan,Strawberry,Fruit,Perennial,Oct-Nov,Feb-March,120-150 days
Rajasthan,Kiwi,Fruit,Perennial,Jan-Feb,Oct-Nov,200-240 days
Rajasthan,Black Pepper,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Rajasthan,Small Cardamom,Spices,Kharif/Rabi,June-July,Aug-Feb,300-360 days
Rajasthan,Large Cardamom,Spices,Kharif/Rabi,June-July,Oct-Dec,300-360 days
Rajasthan,Clove,Spices,Kharif/Rabi,June-July,Jan-March,240-300 days
Rajasthan,Nutmeg,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Rajasthan,Cinnamon,Spices,Kharif/Rabi,June-July,Year-round,240-300 days
Rajasthan,Cumin,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-120 days
Rajasthan,Fennel,Spices,Kharif/Rabi,Oct-Nov,March-April,150-180 days
Rajasthan,Coriander,Spices,Kharif/Rabi,Oct-Nov,Feb-March,110-130 days
Rajasthan,Ajwain,Spices,Kharif/Rabi,Oct-Nov,March-April,150-170 days
Rajasthan,Suva,Spices,Kharif/Rabi,Oct-Nov,Feb-March,120-140 days
Rajasthan,Vanilla,Spices,Kharif/Rabi,June-July,Ongoing,365-365 days
Rajasthan,Ashwagandha,Medicinal,Misc,Aug-Sept,Jan-Feb,150-180 days
Rajasthan,Aloe Vera,Medicinal,Misc,June-July,Year-round,300-365 days
Rajasthan,Tulsi,Medicinal,Misc,June-July,Sept-Oct,90-120 days
Rajasthan,Mentha,Medicinal,Misc,Jan-Feb,May-June,100-120 days
Rajasthan,Isabgol,Medicinal,Misc,Oct-Nov,March-April,110-130 days
Rajasthan,Senna,Medicinal,Misc,June-July,Oct-Nov,110-130 days
Rajasthan,Safed Musli,Medicinal,Misc,June-July,Dec-Jan,180-210 days
Rajasthan,Kalmegh,Medicinal,Misc,June-July,Nov-Dec,120-150 days
Rajasthan,Shatavari,Medicinal,Misc,June-July,Year-round,365-500 days
Rajasthan,Guduchi,Medicinal,Misc,June-July,Year-round,365-365 days
Rajasthan,Brahmi,Medicinal,Misc,June-July,Ongoing,90-120 days
Rajasthan,Stevia,Medicinal,Misc,Feb-March,Ongoing,90-120 days
Rajasthan,Marigold,Flower,Misc,June-July,Sept-Oct,60-90 days
Rajasthan,Rose,Flower,Misc,Oct-Nov,Year-round,120-150 days
Rajasthan,Jasmine,Flower,Misc,June-July,March-May,90-120 days
Rajasthan,Chrysanthemum,Flower,Misc,June-July,Nov-Dec,120-150 days
Rajasthan,Tuberose,Flower,Misc,Feb-March,July-Sept,150-180 days
Rajasthan,Gladiolus,Flower,Misc,Oct-Nov,Jan-Feb,90-120 days
Rajasthan,Gerbera,Flower,Misc,Year-round,Year-round,90-120 days
Rajasthan,Carnation,Flower,Misc,Oct-Nov,Feb-March,150-180 days
Rajasthan,Orchid,Flower,Misc,Year-round,Year-round,365-365 days
Rajasthan,Crossandra,Flower,Misc,June-July,Oct-Nov,120-150 days
Rajasthan,Aster,Flower,Misc,June-July,Sept-Oct,90-120 days
Rajasthan,Lily,Flower,Misc,Oct-Nov,Jan-Feb,90-120 days
Rajasthan,Jute,Fiber,Kharif,March-May,July-Sept,120-150 days
Rajasthan,Cotton,Fiber,Kharif,May-July,Oct-Dec,160-210 days
Rajasthan,Sugarcane,Sugar,Annual,Jan-March,Dec-March,300-360 days
Rajasthan,Tea,Plantation,Perennial,March-April,Oct-Nov,180-240 days
Rajasthan,Coffee,Plantation,Perennial,June-July,Nov-Jan,240-300 days
Rajasthan,Rubber,Plantation,Perennial,June-July,Ongoing,365-365 days
Rajasthan,Coconut,Plantation,Perennial,June-July,Ongoing,365-365 days
Rajasthan,Cashew,Plantation,Perennial,June-July,Feb-May,120-150 days
Rajasthan,Arecanut,Plantation,Perennial,June-July,Ongoing,365-365 days
Rajasthan,Betelvine,Cash,Perennial,June-July,Year-round,365-365 days
Rajasthan,Tobacco,Cash,Rabi,Oct-Nov,Feb-March,120-150 days
Rajasthan,Indigo,Dye,Kharif,June-July,Sept-Oct,90-110 days
Rajasthan,Henna,Dye,Kharif,June-July,Oct-Nov,120-150 days
Rajasthan,Saffron,Spices,Rabi,Aug-Sept,Oct-Nov,60-90 days
Rajasthan,Cocoa,Plantation,Perennial,June-July,Ongoing,365-365 days
Rajasthan,Rice (Basmati-370),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (IR-64),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Jaya),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Swarna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Pusa-1121),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (KRH-2),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (PR-121),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (MTU-1010),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (BPT-5204),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Sambha Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Govind),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Saket-4),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Ratna),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Sona),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (Mahsuri),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (ADT-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (ADT-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (CO-43),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (CO-51),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Rice (IR-36),Cereal,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Wheat (HD-2967),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (HD-3086),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (PBW-343),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (Lok-1),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (Raj-3765),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (K-307),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (GW-322),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (Sharbati),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (Durum),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (Sonalika),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (Kalyan Sona),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (WH-1105),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (HI-1544),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (GW-496),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Wheat (DBW-187),Cereal,Rabi,Oct-Nov,March-April,125-155 days
Rajasthan,Maize (Ganga-5),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Deccan-103),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Pioneer-30V92),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (HQPM-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Bio-9637),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Shaktiman-1),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Prabhat),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Kisan),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Maize (Jawahar),Cereal,Kharif,June-July,Sept-Oct,85-115 days
Rajasthan,Mango (Alphonso),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Dasheri),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Langra),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Chausa),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Kesar),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Badami),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Totapuri),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Neelum),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Amrapali),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Mallika),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Himsagar),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Banganapalli),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Suvarnarekha),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Fazli),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Mango (Gulabkhas),Fruit,Perennial,June-July,April-June,115-155 days
Rajasthan,Potato (Kufri Jyoti),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Bahar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Pukhraj),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Chandramukhi),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Sindhuri),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Badshah),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Lauvkar),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Potato (Kufri Chipsona),Vegetable,Rabi,Oct-Nov,Jan-Feb,85-125 days
Rajasthan,Tomato (Pusa Ruby),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Arka Vikas),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Arka Saurabh),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Vaishali),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Abhinav),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Pusa Early Dwarf),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (S-12),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Arka Rakshak),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Tomato (Arka Samrat),Vegetable,Kharif,June-July,Sept-Oct,105-135 days
Rajasthan,Banana (Grand Naine),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Robusta),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Dwarf Cavendish),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Poovan),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Rasthali),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Nendran),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Red Banana),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Banana (Elakki),Fruit,Perennial,June-July,Year-round,295-365 days
Rajasthan,Cotton (BT-Cotton),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (H-777),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (MCU-5),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (Suvin),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (Bunny),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (Ajeet),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (DCH-32),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (JKHy-1),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Cotton (Varalaxmi),Fiber,Kharif,May-July,Oct-Dec,155-215 days
Rajasthan,Sugarcane (CO-0238),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-86032),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-419),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-740),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-8021),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-671),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-94012),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Sugarcane (CO-0118),Sugar,Annual,Jan-March,Dec-March,295-365 days
Rajasthan,Mustard (Pusa-Bold),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Mustard (Varuna),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Mustard (RH-30),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Mustard (Kranti),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Mustard (Giriraj),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Mustard (Laxmi),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Mustard (Pusa Jai Kisan),Oilseed,Rabi,Oct-Nov,Feb-March,105-135 days
Rajasthan,Brinjal (Pusa Purple Long),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Brinjal (Pusa Purple Round),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Brinjal (Arka Kusumakar),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Brinjal (Arka Neelkanth),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Brinjal (Pusa Anmol),Vegetable,Kharif,June-July,Oct-Nov,115-155 days
Rajasthan,Onion (Agrifound Dark Red),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Rajasthan,Onion (N-53),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Rajasthan,Onion (Pusa Red),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Rajasthan,Onion (Arka Kalyan),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Rajasthan,Onion (Baswant-780),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Rajasthan,Onion (Arka Niketan),Vegetable,Rabi,Oct-Nov,March-April,135-165 days
Rajasthan,Chilli (Pusa Jwala),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Rajasthan,Chilli (Arka Lohit),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Rajasthan,Chilli (G-4),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Rajasthan,Chilli (Byadagi),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Rajasthan,Chilli (K-2),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Rajasthan,Chilli (Bhavnagari),Vegetable,Kharif,June-July,Oct-Nov,145-185 days
Rajasthan,Soybean (JS-335),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Rajasthan,Soybean (JS-9560),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Rajasthan,Soybean (NRC-37),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Rajasthan,Soybean (PK-472),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Rajasthan,Soybean (Bragg),Oilseed,Kharif,June-July,Sept-Oct,90-120 days
Rajasthan,Ginger (Nadia),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Rajasthan,Ginger (Maran),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Rajasthan,Ginger (Rio-de-Janeiro),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Rajasthan,Ginger (Suprabha),Vegetable,Kharif,April-May,Dec-Jan,235-275 days
Rajasthan,Turmeric (Prabha),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Rajasthan,Turmeric (Pratibha),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Rajasthan,Turmeric (Roma),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Rajasthan,Turmeric (Suguna),Vegetable,Kharif,May-June,Jan-Feb,205-275 days
Rajasthan,Grapes (Thompson Seedless),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Rajasthan,Grapes (Anab-e-Shahi),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Rajasthan,Grapes (Bangalore Blue),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Rajasthan,Grapes (Dilkhush),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Rajasthan,Grapes (Tas-e-Ganesh),Fruit,Perennial,Jan-Feb,March-May,115-155 days
Rajasthan,Guava (Allahabad Safeda),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Rajasthan,Guava (Lucknow-49),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Rajasthan,Guava (Arka Mridula),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Rajasthan,Guava (Lalit),Fruit,Perennial,June-July,Nov-Jan,115-155 days
Rajasthan,Pomegranate (Bhagwa),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Rajasthan,Pomegranate (Mridula),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Rajasthan,Pomegranate (Ganesh),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Rajasthan,Pomegranate (Ruby),Fruit,Perennial,June-July,Nov-Jan,145-185 days
Rajasthan,Papaya (Coorg Honey Dew),Fruit,Perennial,June-July,Year-round,265-335 days
Rajasthan,Papaya (Pusa Nanha),Fruit,Perennial,June-July,Year-round,265-335 days
Rajasthan,Papaya (Pusa Dwarf),Fruit,Perennial,June-July,Year-round,265-335 days
Rajasthan,Papaya (Washington),Fruit,Perennial,June-July,Year-round,265-335 days
Rajasthan,Papaya (Solo),Fruit,Perennial,June-July,Year-round,265-335 days
Rajasthan,Rose (Gladiator),Flower,Misc,Oct-Nov,Year-round,115-155 days
Rajasthan,Rose (First Red),Flower,Misc,Oct-Nov,Year-round,115-155 days
Rajasthan,Rose (Baccara),Flower,Misc,Oct-Nov,Year-round,115-155 days
Rajasthan,Rose (Super Star),Flower,Misc,Oct-Nov,Year-round,115-155 days
Rajasthan,Marigold (African Marigold),Flower,Misc,June-July,Sept-Oct,55-95 days
Rajasthan,Marigold (French Marigold),Flower,Misc,June-July,Sept-Oct,55-95 days
Rajasthan,Marigold (Pusa Narangi),Flower,Misc,June-July,Sept-Oct,55-95 days
Rajasthan,Marigold (Pusa Basanti),Flower,Misc,June-July,Sept-Oct,55-95 days
Rajasthan,Minor Crop Variant 285,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 286,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 287,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 288,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 289,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 290,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 291,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 292,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 293,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 294,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 295,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 296,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 297,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 298,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 299,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 300,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 301,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 302,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 303,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 304,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 305,Misc,Misc,June-July,Oct-Nov,90-120 days
Rajasthan,Minor Crop Variant 306,Misc,Misc,June-July,Oct-Nov,90-120 days
